video_id,title,channel_id,channel_name,category,published_at,upload_hour,upload_day,view_count,like_count,comment_count,duration_seconds,tags,tag_count,title_length,title_word_count,engagement_rate,like_to_view_ratio,comment_to_view_ratio,subscriber_count,total_video_count,total_channel_views,country,performance_tier,duration_category,collected_at
iQLLna9o_EY,2K ki SIP - 10K ki SIP se ZYADA - KAISE? | Ankur Warikoo #shorts,UCRzYN32xtBf3Yxsx5BvJWJw,warikoo,Finance,2024-10-15 07:37:27,7,Tuesday,15375757,380401,2014,30,"warikoo,ankur warikoo,Ankur Warikoo motivation,warikoo videos,warikoo personal finance",5,64,15,2.4871,2.474,0.0131,6940000,2281,2257329484,IN,Viral,Short,2026-04-03 10:58:14
IVVarvQGMHU,RESIDENT EVIL 9 REQUIEM Full Gameplay Walkthrough / No Commentary【FULL GAME】4K 60FPS Ultra HD,UCiZVMOinTQGb8HQu53VbV4Q,Gamer's Little Playground,Gaming,2026-02-27 09:01:29,9,Friday,1298744,20396,2214,34259,"game,full,gameplay,no commentary,full gameplay,RESIDENT EVIL 9 REQUIEM Full Gameplay Walkthrough / No Commentary【FULL GAME】4K 60FPS Ultra HD,resident evil requiem full gameplay,resident evil requiem full game walkthrough,resident evil requiem full game no commentary,resident evil requiem full game first person,resident evil requiem full game movie,resident evil 9 full game,resident evil 9 requiem full,resident evil 9 requiem full game,resident evil 9 requiem full movie",15,93,14,1.7409,1.5704,0.1705,3030000,6623,1691172480,US,Viral,Long,2026-04-03 10:58:23
IwECYKYkD4E,The best Nigerian stocks to invest in,UCQtxIl2-UXnuCRZkHw7paAQ,Financial Jennifer,Finance,2025-08-25 20:46:12,20,Monday,71103,3882,219,181,no_tags,0,37,7,5.7677,5.4597,0.308,245000,239,6911779,,Medium,Medium,2026-04-03 10:58:14
JAuKSa9UdV0,Tech News This Week | TechPulse,UChv_xurMxwewcpxPq4q5B_g,ET Digital,Tech,2026-04-03 05:09:15,5,Friday,75,0,0,119,"business news,economy news,economic times,economi times Digital,ET Digital,ET,latest news,news today,news,trending,viral,trending videos,viral videos,trending news,big news",15,31,6,0.0,0.0,0.0,25800,8241,15718791,IN,Low,Short,2026-04-03 10:58:06
JB_fg3Zl1iU,How to Ruin Family Dinners | Michael Rowland | Stand Up Comedy,UC7MgijK9WL_EqCo1juUERwg,Don't Tell Comedy,Comedy,2025-04-23 19:00:07,19,Wednesday,171964,9468,349,602,"donttellcomedy,don't tell comedy,stand up comedy,comedy video,best comedy,stand up comedy full,stand up comedy full special 2024,stand up,standup comedy,comedy videos,funny clips,stand up comedy 2024,stand up comedy full special,funny jokes,michael rowland stand up,michael rowland comedy,michael rowland jimmy fallon,michael rowland comedian,michael rowland animal control,michael rowland podcast",20,62,12,5.7088,5.5058,0.2029,2310000,1958,1580941063,US,High,Long,2026-04-03 10:58:49
jbGVmNdoJZU,SIP investing is a SCAM? #personalfinance #mutualfunds,UCLQOtbB1COQwjcCEPB2pa8w,Udayan Adhye,Finance,2025-02-26 13:46:47,13,Wednesday,2757637,51512,719,51,"udayanonmoney,udayanadhye,finance,money,moneywise,financial management,personal finance,mutual funds,sip,investing,wealth management",11,54,7,1.894,1.868,0.0261,98700,445,18880788,IN,Viral,Short,2026-04-03 10:58:14
JD6OnqAnfZc,Bhoot: Stand up Comedy | Shashi Dhiman,UCJBprhMtYfZ1ftVw9IOmspA,Shashi Dhiman,Comedy,2022-09-21 15:00:11,15,Wednesday,1858767,75728,1124,515,"stand up comedy,stand up comedy indian,stand up comedy hindi,indian stand up comedy,indian funny,stand up comedy in hindi,best stand up comedy,best stand up comedy india,Standup,latest stand up comedy,standupcomedy,comedy,hostel,latest standup comedy,sassy girl standup,Sashi standup,2023 standup comedy,relationship comedy,hostel standup,girls hostel,girls hostel standup,Akash Gupta standup,comedy 2023,bassi comedy,standup 2023,shashidhiman,father,funny",28,38,7,4.1346,4.0741,0.0605,657000,231,257331386,IN,Viral,Medium,2026-04-03 10:58:49
JJ7hDeUYY3Q,How to subtract without borrow🤔 #education #maths #school #tutorial #youtubeshorts #subtract,UCyKeaEaELeBxOu5Z0TRVJhg,Raviraj Master,Education,2025-05-02 13:30:22,13,Friday,16993419,249012,4048,46,no_tags,0,92,11,1.4892,1.4653,0.0238,2320000,2215,3240136251,IN,Viral,Short,2026-04-03 10:58:40
JMUxmLyrhSk,Artificial Intelligence Full Course | Artificial Intelligence Tutorial for Beginners | Edureka,UCkw4JCwteGrDHIsyIIKo4tQ,edureka!,Education,2019-06-02 08:53:49,8,Sunday,4876623,90892,1004,17571,"yt:cc=on,Artificial Intelligence Full Course,artificial intelligence,Artificial Intelligence Tutorial for Beginners,Artificial Intelligence Tutorial,Artificial Intelligence course,artificial intelligence crash course,artificial intelligence course for beginners,artificial intelligence training,edureka,what is artificial intelligence,artificial intelligence edureka,artificial intelligence for beginners,ai tutorial,Ai tutorial for beginners",15,94,12,1.8844,1.8638,0.0206,4440000,11823,464451303,IN,Viral,Long,2026-04-03 10:58:40
JpKY11xMygU,My PCOS friendly workout routine!,UC7-AdIT2AHwo95LdQpJFdVA,PCOS Weight Loss,Fitness,2025-08-14 22:48:02,22,Thursday,105976,3753,40,47,"pcos,pcos weight loss,pcos workout,pcos slow weighted workout,pcos HIIT,pcos gym workout,pcos belly workout,pcos lower body workout,pcos upper body workout,pcos full body workout,pcos cardio,pcos strength training,pcos belly fat,pcos metabolism,pcos diet,pcos food,pcos lifestyle,pcos adrenal fatigue,pcos motivation,pcos inspiration,pcos struggle,pcos sucks,pcos 10 minute workout,pcos workout split,pcos workout routine",25,33,5,3.5791,3.5414,0.0377,378000,821,96065127,US,High,Short,2026-04-03 10:58:31
Jpv6CZm3rdo,Computer Education Part-18 | Ms Word Tutorial for Beginner in Hindi - समझिये MS Word के functions को,UCMsxuWgLcCptDSShBmHtypw,ISHAN GURU,Education,2019-05-29 13:30:00,13,Wednesday,3317595,73716,1699,1314,"Computer Education Part-18,Ms Word Tutorial for Beginner in Hindi,समझिये MS Word के functions को,computer kaise sikhe,ms word kaise usre kre,ms word tutorial in hindi,ms word classes in hindi,ms word kaise sikhe,ms word hindi me,online computer classes in hindi,computer hindi me,learn computer online in hindi,ms word me list kaise banaye,ms word me home tab,ms word me format painter,ms word font settings hindi,ms word office button,ishan",18,100,18,2.2732,2.222,0.0512,1290000,243,121038793,IN,Viral,Long,2026-04-03 10:58:40
JPxjOflSTTo,The Best Science-Based Morning Routine,UC68TLK0mAEzUyHx5x5k-S1Q,Jeff Nippard,Fitness,2025-08-14 14:22:25,14,Thursday,7600161,281750,2670,55,"best morning routine,productivity,morning routine,andrew huberman,productive morning routine,andrew huberman morning routine,daily routine,5am morning routine,andrew huberman morning routines,huberman lab podcast,healthy morning routine,morning routines,jeff nipard,jeff nippard,jeff nippard morning routine,ashton hall morning,ashton hall morning original video,ashton hall 4 minutes in the air,ashton hall vs ishowspeed,ashton hall meme",20,38,5,3.7423,3.7072,0.0351,8290000,617,1953166002,CA,Viral,Short,2026-04-03 10:58:31
JTd66EKRrqk,Nvidia could turn this whole thing around,UCeeFfhMcJa1kjtfZAGskOCA,TechLinked,Tech,2026-02-26 05:23:39,5,Thursday,322806,17269,767,781,"Linus,LinusTechTips,tech news,Riley Murdock,tech,news,Riley,Nvidia,Nvidia N1,Nvidia N1X,Arm,arm CPU,arm64,Windows Arm,best Windows Arm laptop,Nvidia laptop,Nvidia CPU,Nvidia SoC,Nvidia APU,best gaming CPU,GB10,superchip,DGX Spark,Arm gaming laptop",24,41,7,5.5873,5.3497,0.2376,1990000,1285,652026563,CA,High,Long,2026-04-03 10:58:06
JvHftfUnXXQ,"Tech News 2134 || OnePlus 15T, iPhone 18e, Tim cook CEO, MacBook Neo, Elon Musk, Tinder Dating Scams",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,Tech,2026-03-18 14:15:04,14,Wednesday,185418,11537,428,641,"prasadtechintelugu,prasad,techtelugu,technews,Prasad tech in telugu",5,100,18,6.453,6.2222,0.2308,5070000,5198,2084197772,IN,High,Long,2026-04-03 10:58:06
jweUlPCHuzc,How will you Invest ? Best way to Invest money,UCzeIq3sTWH_uTy9HM3Mv7dQ,Accurate Arun,Finance,2025-02-23 19:29:44,19,Sunday,717136,23481,1006,73,"accurate arun,stock tak,arun sharma,accuratearun,stock market,share market,abhishek kar,best stocks,best share,Stocks DOWN,Gold UP?,6 BEST WAYS to INVEST in GOLD,Don't Miss These 3 Investment Ideas,Easy To Follow Investing Plan for 2025,INVEST Rs. 2000 in 3 WAYS,Where to Invest in 2025 ?,How To Manage Your Money Like The 1%,How to Invest Money and get Rich,Abhishek kar podcast",19,46,10,3.4146,3.2743,0.1403,144000,167,44771625,IN,High,Short,2026-04-03 10:58:14
jz3xkOBl5Tw,Compilation | Practice Reading | Teacher Aya Online Tutor | English Reading Tutorial,UCEc7koXK6HY4aOhw7u3N9Xg,Teacher Aya Online Tutor,Education,2024-01-10 01:12:54,1,Wednesday,529214,1950,0,5655,"be a fast reader,how to be a fast reader,english reading guide for kids,english reading lesson,best reading lesson for kids,practice reading,reading tutorial for kids,teacher aya,teacher aya online tutor,reading short story,short stories for kids,reading lesson for beginners,best reading tutorial online,best reading lesson,best reading guide for kids,how to teach kids reading fast",16,84,13,0.3685,0.3685,0.0,1520000,447,239524985,PH,High,Long,2026-04-03 10:58:40
k-HZIFIoy3Q,Finance Professor Answers Investing Questions | Tech Support | WIRED,UCftwRNsjfRo08xYE31tkiyw,WIRED,Finance,2026-03-03 17:01:34,17,Tuesday,290045,6988,473,1619,"asset allocation,bear market,bonds vs stocks,brokerage accounts,bull market,dividend investing,emergency fund,etfs,financial planning,index funds,investing tips,investment fees,investment strategies,long-term investing,market volatility,mutual funds,portfolio diversification,rebalancing portfolio,retirement planning,risk tolerance,short-term trading,stock market basics,wealth building,wired,wired investing support,wired tech support",26,68,10,2.5724,2.4093,0.1631,12800000,4163,4795695886,US,High,Long,2026-04-03 10:58:14
k69-ivYwEfE,11 Tech We Saw at CES 2026 (Media Days),UCCsREoj8rSRkEvxWqxr74rQ,Cybernews,Tech,2026-01-05 17:30:30,17,Monday,355099,5392,718,783,"ces 2026,ces 2026 media days,ces,future technology,ai,humanoid robots,artificial intelligence,ai news,consumer electronics show,future of ai,tech trends,ces preview,ai hardware,samsung ai,best of ces,ces tech,ces2025,ces smart home tech,ces award winners,best of ces awards,best ces tech,ces hot tech,ces awards,tech devices,ces recap,new tech,cool gadgets,gadgets,tech gadgets,coolest gadgets,next level gadgets,tech,cool tech,cybernews",34,39,9,1.7206,1.5184,0.2022,879000,2393,97236936,US,High,Long,2026-04-03 10:58:06
kbKty5ZVKMY,Learn Basic SQL in 15 Minutes | Business Intelligence For Beginners | SQL Tutorial For Beginners 1/3,UC1bhYMFuSFREIQ5bgclLDkQ,Adam Finer - Learn BI,Education,2020-11-11 17:09:30,17,Wednesday,3147200,73650,1328,1060,no_tags,0,100,17,2.3824,2.3402,0.0422,138000,143,6748198,GB,Viral,Long,2026-04-03 10:58:40
kC86WYoysgE,How to save money for your child!!! #wealth #savings #money #investing #finance #529 #investments,UCgbXT2QuTj4SYxaWCs3vuAw,Your Rich BFF,Finance,2023-01-23 16:08:15,16,Monday,270386,18990,261,56,no_tags,0,97,14,7.1198,7.0233,0.0965,1230000,1568,309951753,,High,Short,2026-04-03 10:58:14
KiAiNLoiGoM,Top 15 New Technology Trends That Will Define 2026 [Part 3],UCUTF61UNExRdjmoK5mXwWfQ,AI Uncovered,Tech,2025-11-28 21:01:18,21,Friday,101374,1577,62,801,"technology trends 2026,new tech trends 2026,future technology 2026,emerging tech 2026,latest technology trends,future innovations 2026,top tech trends,tech predictions 2026,next gen technology,ai trends 2026,robotics trends 2026,biotech future 2026,quantum technology 2026,future tech explained,tech that will shape 2026,new technology breakthroughs,innovations changing 2026,ai uncovered",18,59,11,1.6168,1.5556,0.0612,235000,791,24040848,SE,High,Long,2026-04-03 10:58:06
kM-8mT8u1Ss,Women are the Worst Storytellers - Ryan Davis - Chocolate Sundaes Standup Comedy,UCv8G-xZ_BBGufjbN6jbvLMQ,Chocolate Sundaes Comedy,Comedy,2021-01-18 18:00:08,18,Monday,2903748,100283,4324,442,"man,chocolate sundaes comedy show,comedy show,comedy,laughs,Hollywood,ryan davis,ryan davis comedian,ryan davis stand up,stand up comedy,sports center,lose your man,relationship,relationship goals,relationship advice,relationship problems,los angeles comedy,los angeles comedy shows,ryan davis comedian tour,ryan davis comedian insecure,hilarious videos,stand up",22,80,13,3.6025,3.4536,0.1489,732000,1922,376259107,US,Viral,Medium,2026-04-03 10:58:49
KYAa_jaMge4,Learn the different colors | Video tutorial for kids,UCEc7koXK6HY4aOhw7u3N9Xg,Teacher Aya Online Tutor,Education,2022-04-01 01:00:25,1,Friday,1692012,8964,0,763,"Teacher Aya Online Tutor,Different Color,Learn the different colors,Primary color,Video tutorial for kids,Color tutorial video,Grade 1 lesson,kinder lesson",8,52,9,0.5298,0.5298,0.0,1520000,447,239524985,PH,Viral,Long,2026-04-03 10:58:40
l_63zbTj9Hw,My Corporate Job | Aakash Gupta | Stand-up comedy,UCAYum5hCyfkSH5T3vSD_kwQ,Aakash Gupta,Comedy,2025-10-25 06:13:53,6,Saturday,11087291,387946,4818,1460,no_tags,0,49,9,3.5425,3.499,0.0435,4670000,56,595278395,IN,Viral,Long,2026-04-03 10:58:49
l5CirMZTS7E,"My ""NOT SO LOYAL"" GIRLFRIEND🥲 | Stand Up Comedy by Vishal Jadon",UCQclRCNPd5YzP68OMs2ossg,Vishal Jadon,Comedy,2025-12-13 13:30:06,13,Saturday,1065538,28785,1113,1221,"Vishal Jadon stand up comedy,Vishal Jadon comedy,Indian stand up comedy,Hindi stand up comedy,relationship stand up comedy,cheating comedy,breakup stand up,dark comedy India,real life stand up comedy,Indian comedian Vishal Jadon",10,63,12,2.8059,2.7015,0.1045,12900,7,2020190,IN,Viral,Long,2026-04-03 10:58:49
l5QRz8-RSEc,Buying a 4 plex like this is smart.#investing investing #realestateinvesting #realestate #money,UC94m18wtI9QAYrXKXqFPWDg,Ben Mallah,Finance,2025-05-23 20:49:34,20,Friday,1671898,26421,713,43,"Ben Mallah,Life for Sale,successful people,millionaire,how to,expensive,private jet,rich people,money,real estate investing,how to make money,how to get rich,millionaire lifestyle,loosing money,vaccation,buying house,negotiation,residual income,wealthy,hotel busines,banking,mortgage,loans,credit card,bad credit,drama,funny,comedy,screwed,reality,crazy family,family guy,remodel,marina,real estate,quick money",36,95,12,1.6229,1.5803,0.0426,1090000,534,377553396,US,Viral,Short,2026-04-03 10:58:14
ldNXVJOLYm4,Sekiro Shadows Die Twice - Full Game 100% Walkthrough,UC7eAfUjR9gdIjoaoQaS0W-A,Shirrako,Gaming,2025-10-26 13:12:20,13,Sunday,136947,2030,107,44888,"Sekiro Shadows Die Twice,Sekiro Shadows Die Twice Gameplay,Sekiro Shadows Die Twice Walkthrough Part 1,Shirrako,No Commentary,Sekiro Shadows Die Twice Ending,Sekiro Shadows Die Twice Full Game,Full Game,PS5,PS5 Pro,Xbox Series X,PS4,PC,Video Game,Campaign,Singleplayer,Nintendo Switch 2,Sekiro Shadows Die Twice Final Boss,Sekiro Shadows Die Twice All Bosses",19,53,9,1.5605,1.4823,0.0781,2540000,12543,2109547327,GB,High,Long,2026-04-03 10:58:23
LH0byvvGtRY,"Tech News 2116 || vivo X300 FE, Samsung Book Style Foldable, MacBook , Smartglasses, DRAM's.Etc..",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,Tech,2026-02-16 14:15:03,14,Monday,217288,13002,350,527,"prasadtechintelugu,prasad,techtelugu,technews,Prasad tech in telugu",5,97,15,6.1448,5.9838,0.1611,5070000,5198,2084197772,IN,High,Medium,2026-04-03 10:58:06
LH2E149bWI4,Nice Algebra Maths Question #mathematics #algebra #maths #education,UCHQg8RSK-YrnNGA8d1lsYGw,Avikedu,Education,2026-04-03 02:36:39,2,Friday,1890,43,4,49,no_tags,0,67,8,2.4868,2.2751,0.2116,15400,1606,12343882,IN,Low,Short,2026-04-03 10:58:40
LhL5SNZfnQs,14 Days Weight Loss Challenge - Home Workout Routine,UCDUlDJcPPOOQK-3UrxEyhAQ,Roberta's Gym,Fitness,2018-11-05 08:23:53,8,Monday,51058362,643211,34651,1341,"14 days weight loss,14 days fat loss,14 days weight loss challenge,14 days fat loss challenge,2 weeks weight loss,2 week weight loss challenge,2 week fat loss,lose fat in 2 weeks,lose weight in 14 days,how to lose weight in 14 days,2-week home workout,14 day home workout,weigh loss workout,weight loss program,weight loss exercises,weight loss results,home workout to burn fat,roberta's gym,burn calories,body-weight weihgt loss",20,52,9,1.3276,1.2598,0.0679,6810000,2713,1235657875,GB,Viral,Long,2026-04-03 10:58:31
lI2L6DLvQGU,How to Build Wealth - Financial Expert Reveals his 15 Yrs Journey ft.  @pattufreefincal,UCmfl6VteCu880D8Txl4vEag,Finance Boosan,Finance,2024-06-22 14:00:50,14,Saturday,1453273,24840,1180,5494,"useful information boosan,boosan,useful information tamil,finance,finance boosan,stock market,best stock,itc,anand srinivasan,moneypechu,investment insights",11,87,14,1.7904,1.7092,0.0812,618000,557,68257210,NL,Viral,Long,2026-04-03 10:58:14
LML3NkVm25Q,What I’d invest in as a beginner #howtoinvest #investing,UCQpPo9BNwezg54N9hMFQp6Q,Nischa,Finance,2025-10-19 11:14:12,11,Sunday,140475,6086,85,82,no_tags,0,56,9,4.393,4.3324,0.0605,2150000,216,129207586,GB,High,Short,2026-04-03 10:58:14
lNdOtlpmH5U,How to Invest for Beginners (2026),UCoOae5nYA7VqaXzerajD0lg,Ali Abdaal,Finance,2023-02-26 15:00:26,15,Sunday,3495353,98463,6900,1215,"Ali Abdaal,Ali abdal,how to get started with investing,how to invest,stock market,get started with stock market,how to invest money,how to invest in stocks,online brokers,S&P 500,S&P 500 explained,index funds,how to invest in index funds,401k,financial terms explained,investing explained,how to invest money in stock market,how to invest in 2020,investing in the stock market,stock market investing,stock market for beginners,index funds for beginners,inves",23,34,6,3.0144,2.817,0.1974,6560000,1368,536676572,GB,Viral,Long,2026-04-03 10:58:14
lpNYOYUzOGM,Poppy Playtime Chapter 5 | Full Game Walkthrough | No Commentary,UCs6ftBzKRjdKNNIjogoGqVA,The Game Archivist,Gaming,2026-02-18 22:33:52,22,Wednesday,1317417,25104,2714,12197,"poppy playtime 5,poppy playtime chapter 5,the prototype,prototype,reveal,scene,tea party,lily lovebraids,giblet,poppy,huggy wuggy,kissy missy,how to beat,where to find,key,battery,how to solve,puzzle,chase,doll house,all tapes,good ending,secret endings,secrets",24,64,11,2.1116,1.9055,0.206,332000,993,130654796,NL,Viral,Long,2026-04-03 10:58:23
LTEbZffe_qA,Martin Lewis Explains the Best Way to Invest Money in Your 20s,UCq18eeL7D9Vd8DhjMcLh9QQ,Good Morning Britain,Finance,2025-07-10 19:30:11,19,Thursday,333182,3463,198,51,"good morning britain,breakfast show,news,morning news,gmb,good morning britain interview,itv,susanna reid,Talk Shows - Topic",9,62,12,1.0988,1.0394,0.0594,1360000,14676,1249092289,GB,High,Short,2026-04-03 10:58:14
LUrrN6cEBRQ,30 Min Fat Burning Cardio Workout - Bipasha Basu Unleash 'Full Routine' - Full Body Workout,UCbqgDzBvusOKtSWvoePrjLA,Shemaroo Lifestyle,Fitness,2014-07-17 12:03:38,12,Thursday,69144178,598038,17897,1759,"bipasha basu workout,good health 24/7,cardio workout,bipasha basu,cardio,30 minute workout,30 min fat burning cardio workout,30 min workout,30 minute cardio workout,fat burning workouts,workout,aerobic exercise,aerobics workout for weight loss,Unleash,full body workout,fat burning,aerobics,dance workout,aerobic dance,dance workouts to lose weight,aerobic workout,exercise,fat burning workout,unleash bipasha,motivation workout,gym motivation",26,91,16,0.8908,0.8649,0.0259,1280000,5241,218550202,IN,Viral,Long,2026-04-03 10:58:31
lZ2hkZGzeGE,A Clever Way to Study for Exams,UCPk2s5c4R_d-EUUNvFFODoA,Gohar Khan,Education,2022-11-01 21:23:29,21,Tuesday,95002218,3998091,13485,30,no_tags,0,31,7,4.2226,4.2084,0.0142,7490000,740,5183956090,,Viral,Short,2026-04-03 10:58:40
Lz5moT15ZgI,What could the future of cars look like? | BBC News,UC16niRr50-MSBwiO3YDb3RA,BBC News,Tech,2026-01-24 14:00:26,14,Saturday,51261,511,108,272,"bbc,bbc news,news,world news,breaking news,us news,world,america,usa,usa news,india news",11,51,11,1.2075,0.9969,0.2107,19600000,29433,6809373919,GB,Medium,Medium,2026-04-03 10:58:06
M1WfaLA9NMs,Why Apple’s AI Strategy Matters More Than Ever,UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,Tech,2026-04-01 14:00:31,14,Wednesday,89424,1598,129,945,"apple,iphone,money,investing,cnbc,finance,ipod,ipad,apple watch,tim cook,steve jobs,computers,technology,macbook,ai,artificial intelligence,google,gemini,openai,chatgpt,stocks,anniversary,50,birthday,Apple 50 Anniversary,Mac,Siri,Apple Intelligence,Anthropic,Claude,Steve Wozniak,John Sculley",32,46,8,1.9312,1.787,0.1443,4140000,15965,2020673507,,Medium,Long,2026-04-03 10:58:06
m36oF33wZ_w,Why you shouldn't trust 'FLEXIBLE' Startups | English Stand up comedy by Vernon Rodrigues,UCGIwOOBZES1zs1dE3fZkRIg,Vernon Rodrigues,Comedy,2026-04-01 13:03:42,13,Wednesday,4559,168,19,1029,"comedy video,viral comedy,english stand up comedy,Vernon Rodrigues,lifeofvjr,varnon,varun,stand up comedy 2026,english stand up comedy 2026,maternity leave,flexible startup,flexible,corporate stand up,lifebuoy soap ad,lifebuoy soap bunty,bunty tera saabun slow hai kya,Vernon stand up comedy,startup comedy,pregnant comedy,funny indian videos,Indian english stand up comedy,market is tough,harpic ads,akshay kumar roast,stayfree ads,period pads",26,89,14,4.1018,3.685,0.4168,8450,19,3638093,IN,Low,Long,2026-04-03 10:58:49
mbOO0Z6ryO0,Ambulance - Stand Up Comedy Ft. Anubhav Singh Bassi,UCKnZHF24IV9PT0cdSdHoWug,Anubhav Singh Bassi,Comedy,2025-10-19 14:10:59,14,Sunday,17423112,541090,9756,1202,"Anubhav,Anubhav Singh Bassi,bassi,stand up comedy,bassicomedy,stand up comedy india,UPSC,Civil service Exams,competition exams,College Life,Roommates,Hostel life,Law College,Stand up Comedy,indian Stand up,Waxing,Cheating,Kisi ko batana mat,Bas Kar Bassi",19,51,9,3.1616,3.1056,0.056,5270000,8,462391222,IN,Viral,Long,2026-04-03 10:58:49
MKWKQkXkp3Q,RESIDENT EVIL 9 REQUIEM Gameplay Walkthrough Part 1 FULL GAME [4K 60FPS PS5 PRO] - No Commentary,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,Gaming,2026-02-26 11:00:38,11,Thursday,1433860,28522,3117,15535,"Resident Evil Requiem,Resident Evil 9 Requiem,Resident Evil 9 Requiem Gameplay,Resident Evil 9 Requiem Walkthrough Part 1,MKIceAndFire,No,Commentary,Resident Evil 9 Requiem Ending,Resident Evil 9 Requiem Full Game,Full Game,PS5,Xbox Series X,PS4,PC,Video Game,Campaign,Singleplayer",17,96,17,2.2066,1.9892,0.2174,4610000,7908,2726785591,,Viral,Long,2026-04-03 10:58:23
MMmMclc8PJE,"ARRESTED FOR 7 HOURS, IN MY HOME! | MY DIGITAL ARREST| STANDUP COMEDY | ANKITA SHRIVASTAV |",UCS_XBA1wsUaNrcc1-nKorog,Ankita Shrivastav,Comedy,2026-04-02 11:29:04,11,Thursday,20070,1136,166,1782,"comedy,actor,standup,comic,filmychokri,ankita,shrivastav,srivastava,filmychori,Ankita,female,viral,Digital Arrest,digital,arrest,standup comedian,standup comic,youtube,war,US,Trump,cyber,police,crime,cyber crime,jail,story,media,music,dance,wedding,playlist,prayer,songs,song,stand,best,top,top ten,Dubai,airport,Iran,Iraq,oil,Zakir,Upmanyu,Pannu,Sharon,Jaspreet,Amit Tandon,news,Faye,NDTV,Brut,scandal,Gaurav Kapoor,victim,Samay Raina,Rama,T-series,Ranbir kapoor,trailer,shocking",63,91,17,6.4873,5.6602,0.8271,644000,275,185694870,IN,Medium,Long,2026-04-03 10:58:49
mn3gTdpMzcU,Thomas & Friends Wonders of Sodor Gameplay Walkthrough - FULL GAME,UCns4T9U8VSIRovKa1a_r7rA,GameRiot,Gaming,2026-03-18 16:02:54,16,Wednesday,49604,1018,99,12672,"thomas and friends wonders of sodor,thomas and friends wonder of sodor part 1,thomas and friends wonder of sodor gameplay part 1,thomas and friends wonder of sodor walkthrough part 1,thomas & friends wonders of sodor,Thomas & Friends Wonders of Sodor full game",6,66,11,2.2518,2.0523,0.1996,1960000,10089,812810729,GB,Medium,Long,2026-04-03 10:58:23
MQEL6Btj5VM,"Tech News 2138 || OnePlus 15T, Apple Intelligence, Samsung Next Edge, OpenAI Sora, RCB & RR Sold.Etc",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,Tech,2026-03-25 15:37:14,15,Wednesday,134681,10493,324,556,"prasadtechintelugu,prasad,techtelugu,technews,Prasad tech in telugu",5,100,17,8.0316,7.791,0.2406,5070000,5198,2084197772,IN,High,Medium,2026-04-03 10:58:06
n7_ddhr3t60,Powerhouse Comedians From Just For Laughs | Stand-Up Comedy Compilation,UCJ9hfZ2sU7jFT9isA2rN58Q,800 Pound Gorilla Media,Comedy,2025-12-20 17:01:27,17,Saturday,156514,1371,67,3227,"800 pound gorilla records,Comedy,Stand Up,comedians,stand up comedy,comedy video,stand up comedy latest,comedy show,jokes,humor,comedy shorts,comedy youtube,800 pound gorilla,funny video,comedy youtube channels,stand up jokes,comic,stand up comic,stand up comedian,800pgm,800 pound gorilla media,funny stand up,global humor,international humor,hilarious comedians,best comedians,best comedy,pete davidson,n=bill burr,trevor noah,powerhouse comedy",31,71,10,0.9188,0.876,0.0428,638000,4266,258886140,US,High,Long,2026-04-03 10:58:49
n88dPg2GIQs,"PTE Exam Pattern in 60 SECONDS  (structure, format & overview)",UC_-_MtdvcJC3m-STIvwLzgQ,Dream English Education,Education,2022-09-02 07:00:58,7,Friday,786860,23124,98,60,"pte speaking,pte listening,pte writing,pte reading,pte exam pattern,pte overview,pte structure,pte format,pte exam,shorts,pte shorts,pte exam preparation,pte exam pattern for australia,pte preparation,pte review,pte introduction,pte exam structure",17,62,10,2.9512,2.9388,0.0125,82400,356,6254252,AU,High,Short,2026-04-03 10:58:40
N8Yu9t8dixk,ANTHEM Gameplay Walkthrough FULL GAME [4K 60FPS PC ULTRA] - No Commentary,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,Gaming,2026-01-12 19:00:29,19,Monday,150964,3019,215,35778,"Anthem,Anthem Gameplay,Anthem Walkthrough Part 1,MKIceAndFire,No,Commentary,Anthem Ending,Anthem Full Game,PS5 Pro,PS5,Xbox Series X,PS4,PC,Video Game,Campaign,Singleplayer",16,73,12,2.1422,1.9998,0.1424,4610000,7908,2726785591,,High,Long,2026-04-03 10:58:23
NDOizzYVxL8,How to Answer True/False Questions,UCPk2s5c4R_d-EUUNvFFODoA,Gohar Khan,Education,2022-09-12 23:17:11,23,Monday,17167186,937505,2520,30,no_tags,0,34,5,5.4757,5.461,0.0147,7490000,740,5183956090,,Viral,Short,2026-04-03 10:58:40
